id,cnn,side,streetname_gc,from_addr,to_addr,zip_code,neighborhood,meter_count,has_special_event_meters
2615000_L,2615000,L,BAKER ST,951,1099,94115,Anza Vista,0,False
2615000_R,2615000,R,BAKER ST,960,1098,94115,Anza Vista,0,False
2616000_L,2616000,L,BAKER ST,1301,1399,94115,Lower Pacfic Heights,0,False
2616000_R,2616000,R,BAKER ST,1302,1398,94115,Lower Pacfic Heights,0,False
2617000_L,2617000,L,BAKER ST,1401,1499,94115,Lower Pacfic Heights,0,False
2617000_R,2617000,R,BAKER ST,1400,1498,94115,Lower Pacfic Heights,0,False
2618000_L,2618000,L,BAKER ST,1501,1599,94115,Lower Pacfic Heights,0,False
2618000_R,2618000,R,BAKER ST,1500,1598,94115,Lower Pacfic Heights,0,False
2619000_L,2619000,L,BAKER ST,1601,1699,94115,Lower Pacfic Heights,0,False
2619000_R,2619000,R,BAKER ST,1600,1698,94115,Lower Pacfic Heights,0,False
2620000_L,2620000,L,BAKER ST,1701,1799,94115,Lower Pacfic Heights,0,False
2620000_R,2620000,R,BAKER ST,1700,1798,94115,Lower Pacfic Heights,0,False
2621000_L,2621000,L,BAKER ST,1801,1899,94115,Pacific Heights,0,False
2621000_R,2621000,R,BAKER ST,1800,1898,94115,Pacific Heights,0,False
2622000_L,2622000,L,BAKER ST,1901,1999,94115,Pacific Heights,0,False
2622000_R,2622000,R,BAKER ST,1900,1998,94115,Pacific Heights,0,False
2623000_L,2623000,L,BAKER ST,2001,2099,94115,Pacific Heights,0,False
2623000_R,2623000,R,BAKER ST,2000,2098,94115,Pacific Heights,0,False
2624000_L,2624000,L,BAKER ST,2101,2199,94115,Pacific Heights,0,False
2624000_R,2624000,R,BAKER ST,2100,2198,94115,Pacific Heights,0,False
2625000_L,2625000,L,BAKER ST,2201,2299,94115,Pacific Heights,0,False
2625000_R,2625000,R,BAKER ST,2200,2298,94115,Pacific Heights,0,False
2626000_L,2626000,L,BAKER ST,2301,2399,94115,Pacific Heights,0,False
2626000_R,2626000,R,BAKER ST,2300,2398,94115,Pacific Heights,0,False
2627000_L,2627000,L,BAKER ST,2401,2449,94123,Pacific Heights,0,False
2627000_R,2627000,R,BAKER ST,2400,2450,94123,Pacific Heights,0,False
2628000_L,2628000,L,BAKER ST,2451,2499,94123,Pacific Heights,0,False
2628000_R,2628000,R,BAKER ST,2452,2498,94123,Pacific Heights,0,False
2629000_L,2629000,L,BAKER ST,2501,2599,94123,Pacific Heights,0,False
2629000_R,2629000,R,BAKER ST,2500,2598,94123,Pacific Heights,0,False
2630000_L,2630000,L,BAKER ST,2601,2699,94123,Pacific Heights,0,False
2630000_R,2630000,R,BAKER ST,2600,2698,94123,Pacific Heights,0,False
2631000_L,2631000,L,BAKER ST,2701,2799,94123,Cow Hollow,0,False
2631000_R,2631000,R,BAKER ST,2700,2798,94123,Cow Hollow,0,False
2632000_L,2632000,L,BAKER ST,2801,2827,94123,Cow Hollow,0,False
2632000_R,2632000,R,BAKER ST,2800,2828,94123,Cow Hollow,0,False
2633000_L,2633000,L,BAKER ST,2829,2899,94123,Cow Hollow,0,False
2633000_R,2633000,R,BAKER ST,2830,2898,94123,Cow Hollow,0,False
2634000_L,2634000,L,BAKER ST,2901,2999,94123,Cow Hollow,0,False
2634000_R,2634000,R,BAKER ST,2900,2998,94123,Cow Hollow,0,False
2635000_L,2635000,L,BAKER ST,3001,3099,94123,Cow Hollow,0,False
2635000_R,2635000,R,BAKER ST,3000,3098,94123,Cow Hollow,0,False
2637000_L,2637000,L,BAKER ST,3151,3199,94123,Marina,0,False
2637000_R,2637000,R,BAKER ST,3152,3198,94123,Marina,0,False
2638000_L,2638000,L,BAKER ST,3201,3299,94123,Marina,0,False
2638000_R,2638000,R,BAKER ST,3200,3298,94123,Marina,0,False
2639000_L,2639000,L,BAKER ST,3301,3349,94123,Marina,0,False
2639000_R,2639000,R,BAKER ST,3300,3328,94123,Marina,0,False
2640000_L,2640000,L,BAKER ST,3351,3399,94123,Marina,0,False
2640000_R,2640000,R,BAKER ST,3330,3398,94123,Marina,0,False
2548000_L,2548000,L,AUGUSTA ST,19,99,94124,Silver Terrace,0,False
2548000_R,2548000,R,AUGUSTA ST,12,98,94124,Silver Terrace,0,False
2549000_L,2549000,L,AUGUSTA ST,101,199,94124,Silver Terrace,0,False
2549000_R,2549000,R,AUGUSTA ST,100,198,94124,Silver Terrace,0,False
2550000_L,2550000,L,AUGUSTA ST,201,299,94124,Silver Terrace,0,False
2550000_R,2550000,R,AUGUSTA ST,200,298,94124,Silver Terrace,0,False
2551000_L,2551000,L,AUGUSTA ST,301,391,94124,Silver Terrace,0,False
2551000_R,2551000,R,AUGUSTA ST,300,390,94124,Silver Terrace,0,False
2552000_L,2552000,L,AUGUSTA ST,393,399,94124,Portola,0,False
2552000_R,2552000,R,AUGUSTA ST,392,398,94124,Portola,0,False
2553000_L,2553000,L,AUTO DR,1,99,94122,Inner Sunset,0,False
2553000_R,2553000,R,AUTO DR,2,98,94122,Inner Sunset,0,False
2554000_L,2554000,L,AUTOMOBILE DR,2,98,94121,Sea Cliff,0,False
2554000_R,2554000,R,AUTOMOBILE DR,1,99,94121,Sea Cliff,0,False
2555000_L,2555000,L,AVALON AVE,1,99,94112,Excelsior,2,False
2555000_R,2555000,R,AVALON AVE,2,98,94112,Excelsior,2,False
2556000_L,2556000,L,AVALON AVE,101,199,94112,Excelsior,0,False
2556000_R,2556000,R,AVALON AVE,100,198,94112,Excelsior,0,False
2557000_L,2557000,L,AVALON AVE,201,299,94112,Excelsior,0,False
2557000_R,2557000,R,AVALON AVE,200,298,94112,Excelsior,0,False
2558000_L,2558000,L,AVALON AVE,301,399,94112,Excelsior,0,False
2558000_R,2558000,R,AVALON AVE,300,398,94112,Excelsior,0,False
2559000_L,2559000,L,AVALON AVE,401,499,94112,Excelsior,0,False
2559000_R,2559000,R,AVALON AVE,400,498,94112,Excelsior,0,False
2560000_L,2560000,L,AVALON AVE,501,599,94112,Excelsior,0,False
2560000_R,2560000,R,AVALON AVE,500,598,94112,Excelsior,0,False
2561000_L,2561000,L,AVALON AVE,601,699,94112,Excelsior,0,False
2561000_R,2561000,R,AVALON AVE,600,698,94112,Excelsior,0,False
2562000_L,2562000,L,AVALON AVE,701,799,94112,Excelsior,0,False
2562000_R,2562000,R,AVALON AVE,700,798,94112,Excelsior,0,False
2563000_L,2563000,L,AVALON AVE,801,899,94112,Excelsior,0,False
2563000_R,2563000,R,AVALON AVE,800,898,94112,Excelsior,0,False
2564000_L,2564000,L,AVALON AVE,901,951,94112,Excelsior,0,False
2564000_R,2564000,R,AVALON AVE,900,956,94112,Excelsior,0,False
2565000_L,2565000,L,AVALON AVE,953,999,94112,Excelsior,0,False
2565000_R,2565000,R,AVALON AVE,958,998,94112,Excelsior,0,False
2566000_L,2566000,L,AVERY ST,1,99,94115,Lower Pacfic Heights,0,False
2566000_R,2566000,R,AVERY ST,2,98,94115,Lower Pacfic Heights,0,False
2567000_L,2567000,L,AVILA ST,1,99,94123,Marina,4,False
2567000_R,2567000,R,AVILA ST,2,98,94123,Marina,4,False
2568000_L,2568000,L,AVILA ST,101,199,94123,Marina,0,False
2568000_R,2568000,R,AVILA ST,100,198,94123,Marina,0,False
2569000_L,2569000,L,AVILA ST,201,299,94123,Marina,0,False
2569000_R,2569000,R,AVILA ST,200,298,94123,Marina,0,False
2570000_L,2570000,L,AVILA ST,301,349,94123,Marina,0,False
2570000_R,2570000,R,AVILA ST,300,342,94123,Marina,0,False
2571000_L,2571000,L,AVILA ST,351,401,94123,Marina,0,False
2571000_R,2571000,R,AVILA ST,344,398,94123,Marina,0,False
2572000_L,2572000,L,AVILA ST,403,465,94123,Marina,0,False
2572000_R,2572000,R,AVILA ST,400,440,94123,Marina,0,False
2573000_L,2573000,L,AVILA ST,467,499,94123,Marina,0,False
2573000_R,2573000,R,AVILA ST,442,498,94123,Marina,0,False
2574000_L,2574000,L,AVOCA ALY,2,98,94127,Miraloma Park,0,False
2574000_R,2574000,R,AVOCA ALY,1,99,94127,Miraloma Park,0,False
2576000_L,2576000,L,BACHE ST,1,99,94110,Bernal Heights South,0,False
2576000_R,2576000,R,BACHE ST,2,98,94110,Bernal Heights South,0,False
2577000_L,2577000,L,BACHE ST,101,131,94110,Bernal Heights South,0,False
2577000_R,2577000,R,BACHE ST,100,120,94110,Bernal Heights South,0,False
2578000_L,2578000,L,BACHE ST,133,199,94110,Bernal Heights South,0,False
2578000_R,2578000,R,BACHE ST,122,198,94110,Bernal Heights South,0,False
2579000_L,2579000,L,BACON ST,51,99,94134,Bayview District,0,False
2579000_R,2579000,R,BACON ST,50,98,94134,Bayview District,0,False
2580000_L,2580000,L,BACON ST,101,199,94134,Portola,7,False
2580000_R,2580000,R,BACON ST,100,198,94134,Portola,7,False
2581000_L,2581000,L,BACON ST,201,299,94134,Portola,0,False
2581000_R,2581000,R,BACON ST,200,298,94134,Portola,0,False
2582000_L,2582000,L,BACON ST,301,399,94134,Portola,0,False
2582000_R,2582000,R,BACON ST,300,398,94134,Portola,0,False
2583000_L,2583000,L,BACON ST,401,499,94134,Portola,0,False
2583000_R,2583000,R,BACON ST,400,498,94134,Portola,0,False
2584000_L,2584000,L,BACON ST,501,599,94134,Portola,0,False
2584000_R,2584000,R,BACON ST,500,598,94134,Portola,0,False
2585000_L,2585000,L,BACON ST,601,699,94134,Portola,0,False
2585000_R,2585000,R,BACON ST,600,698,94134,Portola,0,False
2586000_L,2586000,L,BACON ST,701,799,94134,Portola,0,False
2586000_R,2586000,R,BACON ST,700,798,94134,Portola,0,False
2587000_L,2587000,L,BACON ST,801,1099,94134,Portola,0,False
2587000_R,2587000,R,BACON ST,800,1098,94134,Portola,0,False
2588000_L,2588000,L,BACON ST,1101,1199,94134,Portola,0,False
2588000_R,2588000,R,BACON ST,1100,1148,94134,Portola,0,False
2589000_L,2589000,L,BACON ST,1201,1213,94134,Portola,0,False
2589000_R,2589000,R,BACON ST,1150,1198,94134,Portola,0,False
2590000_L,2590000,L,BACON ST,1215,1249,94134,Portola,0,False
2590000_R,2590000,R,BACON ST,1200,1242,94134,Portola,0,False
2591000_L,2591000,L,BACON ST,1251,1499,94134,Portola,0,False
2591000_R,2591000,R,BACON ST,1244,1498,94134,Portola,0,False
2592000_L,2592000,L,BACON ST,1501,1599,94134,Portola,0,False
2592000_R,2592000,R,BACON ST,1500,1598,94134,Portola,0,False
2593000_L,2593000,L,BACON ST,1601,1699,94134,Portola,0,False
2593000_R,2593000,R,BACON ST,1600,1698,94134,Portola,0,False
2594000_L,2594000,L,BADEN ST,1,19,94112,Mission Terrace,0,False
2594000_R,2594000,R,BADEN ST,2,6,94112,Mission Terrace,0,False
2503000_L,2503000,L,ARROYO WAY,1,11,94127,Miraloma Park,0,False
2503000_R,2503000,R,ARROYO WAY,2,10,94127,Miraloma Park,0,False
2504000_L,2504000,L,ARROYO WAY,13,99,94127,Miraloma Park,0,False
2504000_R,2504000,R,ARROYO WAY,12,98,94127,Miraloma Park,0,False
2505000_L,2505000,L,ARTHUR AVE,401,499,94124,Bayview District,0,False
2505000_R,2505000,R,ARTHUR AVE,400,498,94124,Bayview District,0,False
2506000_L,2506000,L,ARTHUR AVE,501,549,94124,Bayview District,0,False
2506000_R,2506000,R,ARTHUR AVE,500,550,94124,Bayview District,0,False
2507000_L,2507000,L,ASH ST,301,399,94102,Van Ness - Civic Center,0,False
2507000_R,2507000,R,ASH ST,300,398,94102,Van Ness - Civic Center,0,False
2508000_L,2508000,L,ASHBURY ST,2,98,94117,North Panhandle,0,False
2508000_R,2508000,R,ASHBURY ST,1,99,94117,North Panhandle,0,False
2509000_L,2509000,L,ASHBURY ST,100,198,94117,North Panhandle,0,False
2509000_R,2509000,R,ASHBURY ST,101,199,94117,North Panhandle,0,False
2510000_L,2510000,L,ASHBURY ST,200,298,94117,North Panhandle,0,False
2510000_R,2510000,R,ASHBURY ST,201,299,94117,North Panhandle,0,False
2511000_L,2511000,L,ASHBURY ST,400,498,94117,Haight Ashbury,0,False
2511000_R,2511000,R,ASHBURY ST,401,499,94117,Haight Ashbury,0,False
2512000_L,2512000,L,ASHBURY ST,500,598,94117,Haight Ashbury,2,False
2512000_R,2512000,R,ASHBURY ST,501,599,94117,Haight Ashbury,2,False
2513000_L,2513000,L,ASHBURY ST,600,698,94117,Haight Ashbury,8,False
2513000_R,2513000,R,ASHBURY ST,601,699,94117,Haight Ashbury,8,False
2514000_L,2514000,L,ASHBURY ST,700,798,94117,Haight Ashbury,0,False
2514000_R,2514000,R,ASHBURY ST,701,799,94117,Haight Ashbury,0,False
2515000_L,2515000,L,ASHBURY ST,800,924,94117,Parnassus - Ashbury Heights,0,False
2515000_R,2515000,R,ASHBURY ST,801,929,94117,Parnassus - Ashbury Heights,0,False
2516000_L,2516000,L,ASHBURY ST,926,998,94117,Parnassus - Ashbury Heights,0,False
2516000_R,2516000,R,ASHBURY ST,931,1017,94117,Parnassus - Ashbury Heights,0,False
2517000_L,2517000,L,ASHBURY ST,1000,1038,94117,Parnassus - Ashbury Heights,0,False
2517000_R,2517000,R,ASHBURY ST,1019,1053,94117,Parnassus - Ashbury Heights,0,False
2518000_L,2518000,L,ASHBURY ST,1040,1128,94117,Parnassus - Ashbury Heights,0,False
2518000_R,2518000,R,ASHBURY ST,1055,1099,94117,Parnassus - Ashbury Heights,0,False
2519000_L,2519000,L,ASHBURY TER,2,98,94117,Parnassus - Ashbury Heights,0,False
2519000_R,2519000,R,ASHBURY TER,1,99,94117,Parnassus - Ashbury Heights,0,False
2520000_L,2520000,L,ASHTON AVE,1,29,94112,Merced Heights,0,False
2520000_R,2520000,R,ASHTON AVE,2,30,94112,Merced Heights,0,False
2521000_L,2521000,L,ASHTON AVE,31,99,94112,Merced Heights,0,False
2521000_R,2521000,R,ASHTON AVE,32,98,94112,Merced Heights,0,False
2522000_L,2522000,L,ASHTON AVE,101,199,94112,Merced Heights,0,False
2522000_R,2522000,R,ASHTON AVE,100,198,94112,Merced Heights,0,False
2523000_L,2523000,L,ASHTON AVE,0,0,94112,Ingleside Terrace,0,False
2523000_R,2523000,R,ASHTON AVE,0,0,94112,Ingleside Terrace,0,False
2524000_L,2524000,L,ASHTON AVE,201,267,94112,Ingleside Terrace,0,False
2524000_R,2524000,R,ASHTON AVE,200,270,94112,Ingleside Terrace,0,False
2525000_L,2525000,L,ASHTON AVE,269,299,94112,Ingleside Terrace,0,False
2525000_R,2525000,R,ASHTON AVE,272,298,94112,Ingleside Terrace,0,False
2526000_L,2526000,L,ASHTON AVE,301,325,94112,Ingleside Terrace,0,False
2526000_R,2526000,R,ASHTON AVE,300,336,94112,Ingleside Terrace,0,False
2527000_L,2527000,L,ASHTON AVE,327,383,94112,Ingleside Terrace,0,False
2527000_R,2527000,R,ASHTON AVE,338,370,94112,Ingleside Terrace,0,False
2528000_L,2528000,L,ASHTON AVE,385,399,94112,Ingleside Terrace,0,False
2528000_R,2528000,R,ASHTON AVE,372,398,94112,Ingleside Terrace,0,False
2529000_L,2529000,L,ASHWOOD LN,1,99,94131,Forest Knolls,0,False
2529000_R,2529000,R,ASHWOOD LN,2,98,94131,Forest Knolls,0,False
2530000_L,2530000,L,ATALAYA TER,1,99,94117,Lone Mountain,0,False
2530000_R,2530000,R,ATALAYA TER,2,98,94117,Lone Mountain,0,False
2531000_L,2531000,L,ATHENS ST,1,99,94112,Excelsior,0,False
2531000_R,2531000,R,ATHENS ST,2,98,94112,Excelsior,0,False
2532000_L,2532000,L,ATHENS ST,101,163,94112,Excelsior,0,False
2532000_R,2532000,R,ATHENS ST,100,164,94112,Excelsior,0,False
2533000_L,2533000,L,ATHENS ST,165,199,94112,Excelsior,0,False
2533000_R,2533000,R,ATHENS ST,166,198,94112,Excelsior,0,False
2534000_L,2534000,L,ATHENS ST,201,299,94112,Excelsior,0,False
2534000_R,2534000,R,ATHENS ST,200,298,94112,Excelsior,0,False
2535000_L,2535000,L,ATHENS ST,301,399,94112,Excelsior,0,False
2535000_R,2535000,R,ATHENS ST,300,398,94112,Excelsior,0,False
2536000_L,2536000,L,ATHENS ST,401,499,94112,Excelsior,0,False
2536000_R,2536000,R,ATHENS ST,400,498,94112,Excelsior,0,False
2537000_L,2537000,L,ATHENS ST,501,599,94112,Excelsior,0,False
2537000_R,2537000,R,ATHENS ST,500,598,94112,Excelsior,0,False
2538000_L,2538000,L,ATHENS ST,601,699,94112,Excelsior,0,False
2538000_R,2538000,R,ATHENS ST,600,698,94112,Excelsior,0,False
2539000_L,2539000,L,ATHENS ST,701,799,94112,Excelsior,0,False
2539000_R,2539000,R,ATHENS ST,700,798,94112,Excelsior,0,False
2540000_L,2540000,L,ATHENS ST,801,899,94112,Excelsior,0,False
2540000_R,2540000,R,ATHENS ST,800,898,94112,Excelsior,0,False
2541000_L,2541000,L,ATHENS ST,901,999,94112,Excelsior,0,False
2541000_R,2541000,R,ATHENS ST,900,998,94112,Excelsior,0,False
2542000_L,2542000,L,ATHENS ST,1001,1099,94112,Crocker Amazon,0,False
2542000_R,2542000,R,ATHENS ST,1000,1098,94112,Crocker Amazon,0,False
2543000_L,2543000,L,ATHENS ST,1101,1199,94112,Crocker Amazon,0,False
2543000_R,2543000,R,ATHENS ST,1100,1198,94112,Crocker Amazon,0,False
2544000_L,2544000,L,ATHENS ST,1201,1299,94112,Crocker Amazon,0,False
2544000_R,2544000,R,ATHENS ST,1200,1298,94112,Crocker Amazon,0,False
2545000_L,2545000,L,AUBURN ST,1,99,94133,Nob Hill,0,False
2545000_R,2545000,R,AUBURN ST,2,98,94133,Nob Hill,0,False
2546000_L,2546000,L,AUGUST ALY,1,99,94133,North Beach,0,False
2546000_R,2546000,R,AUGUST ALY,2,98,94133,North Beach,0,False
2547000_L,2547000,L,AUGUSTA ST,1,17,94124,Silver Terrace,0,False
2547000_R,2547000,R,AUGUSTA ST,2,10,94124,Silver Terrace,0,False
2478101_L,2478101,L,CESAR CHAVEZ ST,2501,2625,94124,Bayview District,0,False
2478101_R,2478101,R,CESAR CHAVEZ ST,0,0,94124,Bayview District,0,False
2478201_L,2478201,L,CESAR CHAVEZ ST,0,0,94124,Potrero Hill,0,False
2478201_R,2478201,R,CESAR CHAVEZ ST,2552,2558,94124,Potrero Hill,0,False
2479101_L,2479101,L,CESAR CHAVEZ ST,2627,2799,94124,Bernal Heights North,0,False
2479101_R,2479101,R,CESAR CHAVEZ ST,0,0,94124,Bernal Heights North,0,False
2479102_L,2479102,L,CESAR CHAVEZ ST,2801,2827,94124,Bernal Heights North,0,False
2479102_R,2479102,R,CESAR CHAVEZ ST,0,0,94124,Bernal Heights North,0,False
2479103_L,2479103,L,CESAR CHAVEZ ST,2829,2851,94110,Bernal Heights North,0,False
2479103_R,2479103,R,CESAR CHAVEZ ST,0,0,94110,Bernal Heights North,0,False
2479201_L,2479201,L,CESAR CHAVEZ ST,0,0,94124,Potrero Hill,0,False
2479201_R,2479201,R,CESAR CHAVEZ ST,2560,2598,94124,Potrero Hill,0,False
2479202_L,2479202,L,CESAR CHAVEZ ST,0,0,94124,Inner Mission,0,False
2479202_R,2479202,R,CESAR CHAVEZ ST,2600,2698,94124,Inner Mission,0,False
2479203_L,2479203,L,CESAR CHAVEZ ST,0,0,94110,Inner Mission,0,False
2479203_R,2479203,R,CESAR CHAVEZ ST,2700,2860,94110,Inner Mission,0,False
2480101_L,2480101,L,CESAR CHAVEZ ST,2853,2899,94110,Bernal Heights North,0,False
2480101_R,2480101,R,CESAR CHAVEZ ST,0,0,94110,Bernal Heights North,0,False
2480201_L,2480201,L,CESAR CHAVEZ ST,0,0,94110,Inner Mission,0,False
2480201_R,2480201,R,CESAR CHAVEZ ST,2862,2898,94110,Inner Mission,0,False
2481101_L,2481101,L,CESAR CHAVEZ ST,2901,2949,94110,Bernal Heights North,0,False
2481101_R,2481101,R,CESAR CHAVEZ ST,0,0,94110,Bernal Heights North,0,False
2481201_L,2481201,L,CESAR CHAVEZ ST,0,0,94110,Inner Mission,0,False
2481201_R,2481201,R,CESAR CHAVEZ ST,2900,2952,94110,Inner Mission,0,False
2482101_L,2482101,L,CESAR CHAVEZ ST,2951,2999,94110,Bernal Heights North,0,False
2482101_R,2482101,R,CESAR CHAVEZ ST,0,0,94110,Bernal Heights North,0,False
2482201_L,2482201,L,CESAR CHAVEZ ST,0,0,94110,Inner Mission,0,False
2482201_R,2482201,R,CESAR CHAVEZ ST,2954,2998,94110,Inner Mission,0,False
2483101_L,2483101,L,CESAR CHAVEZ ST,3001,3049,94110,Bernal Heights North,0,False
2483101_R,2483101,R,CESAR CHAVEZ ST,0,0,94110,Bernal Heights North,0,False
2483201_L,2483201,L,CESAR CHAVEZ ST,0,0,94110,Inner Mission,0,False
2483201_R,2483201,R,CESAR CHAVEZ ST,3000,3036,94110,Inner Mission,0,False
2484101_L,2484101,L,CESAR CHAVEZ ST,3051,3099,94110,Bernal Heights North,0,False
2484101_R,2484101,R,CESAR CHAVEZ ST,0,0,94110,Bernal Heights North,0,False
2484201_L,2484201,L,CESAR CHAVEZ ST,0,0,94110,Inner Mission,0,False
2484201_R,2484201,R,CESAR CHAVEZ ST,3038,3098,94110,Inner Mission,0,False
2485101_L,2485101,L,CESAR CHAVEZ ST,3101,3199,94110,Bernal Heights North,0,False
2485101_R,2485101,R,CESAR CHAVEZ ST,0,0,94110,Bernal Heights North,0,False
2485201_L,2485201,L,CESAR CHAVEZ ST,0,0,94110,Inner Mission,0,False
2485201_R,2485201,R,CESAR CHAVEZ ST,3100,3198,94110,Inner Mission,0,False
2486101_L,2486101,L,CESAR CHAVEZ ST,3201,3223,94110,Bernal Heights North,0,False
2486101_R,2486101,R,CESAR CHAVEZ ST,0,0,94110,Bernal Heights North,0,False
2486201_L,2486201,L,CESAR CHAVEZ ST,0,0,94110,Inner Mission,0,False
2486201_R,2486201,R,CESAR CHAVEZ ST,3200,3224,94110,Inner Mission,0,False
2487101_L,2487101,L,CESAR CHAVEZ ST,3225,3291,94110,Bernal Heights North,0,False
2487101_R,2487101,R,CESAR CHAVEZ ST,0,0,94110,Bernal Heights North,0,False
2487201_L,2487201,L,CESAR CHAVEZ ST,0,0,94110,Inner Mission,0,False
2487201_R,2487201,R,CESAR CHAVEZ ST,3226,3298,94110,Inner Mission,0,False
2488101_L,2488101,L,CESAR CHAVEZ ST,3293,3399,94110,Bernal Heights North,14,False
2488101_R,2488101,R,CESAR CHAVEZ ST,0,0,94110,Bernal Heights North,14,False
2488201_L,2488201,L,CESAR CHAVEZ ST,0,0,94110,Inner Mission,0,False
2488201_R,2488201,R,CESAR CHAVEZ ST,3300,3398,94110,Inner Mission,0,False
2489101_L,2489101,L,CESAR CHAVEZ ST,3401,3499,94110,Inner Mission,6,False
2489101_R,2489101,R,CESAR CHAVEZ ST,0,0,94110,Inner Mission,6,False
2489201_L,2489201,L,CESAR CHAVEZ ST,0,0,94110,Inner Mission,0,False
2489201_R,2489201,R,CESAR CHAVEZ ST,3400,3448,94110,Inner Mission,0,False
2489202_L,2489202,L,CESAR CHAVEZ ST,0,0,94110,Inner Mission,0,False
2489202_R,2489202,R,CESAR CHAVEZ ST,3450,3498,94110,Inner Mission,0,False
2454000_L,2454000,L,ARLINGTON ST,501,579,94131,Glen Park,0,False
2454000_R,2454000,R,ARLINGTON ST,500,578,94131,Glen Park,0,False
2490101_L,2490101,L,CESAR CHAVEZ ST,3501,3599,94110,Inner Mission,0,False
2490101_R,2490101,R,CESAR CHAVEZ ST,0,0,94110,Inner Mission,0,False
2490102_L,2490102,L,CESAR CHAVEZ ST,3601,3699,94110,Inner Mission,0,False
2490102_R,2490102,R,CESAR CHAVEZ ST,0,0,94110,Inner Mission,0,False
2490201_L,2490201,L,CESAR CHAVEZ ST,0,0,94110,Inner Mission,0,False
2490201_R,2490201,R,CESAR CHAVEZ ST,3500,3698,94110,Inner Mission,0,False
2491000_L,2491000,L,CESAR CHAVEZ ST,3701,3799,94110,Noe Valley,0,False
2491000_R,2491000,R,CESAR CHAVEZ ST,3700,3798,94110,Noe Valley,0,False
2492000_L,2492000,L,CESAR CHAVEZ ST,3801,3899,94131,Noe Valley,0,False
2492000_R,2492000,R,CESAR CHAVEZ ST,3800,3898,94131,Noe Valley,0,False
2493000_L,2493000,L,CESAR CHAVEZ ST,3901,3999,94131,Noe Valley,0,False
2493000_R,2493000,R,CESAR CHAVEZ ST,3900,3998,94131,Noe Valley,0,False
2494000_L,2494000,L,CESAR CHAVEZ ST,4001,4099,94131,Noe Valley,0,False
2494000_R,2494000,R,CESAR CHAVEZ ST,4000,4098,94131,Noe Valley,0,False
2495000_L,2495000,L,CESAR CHAVEZ ST,4101,4109,94131,Noe Valley,0,False
2495000_R,2495000,R,CESAR CHAVEZ ST,4100,4110,94131,Noe Valley,0,False
2496000_L,2496000,L,CESAR CHAVEZ ST,4111,4199,94131,Noe Valley,0,False
2496000_R,2496000,R,CESAR CHAVEZ ST,4112,4198,94131,Noe Valley,0,False
2497000_L,2497000,L,CESAR CHAVEZ ST,4201,4219,94131,Noe Valley,0,False
2497000_R,2497000,R,CESAR CHAVEZ ST,4200,4218,94131,Noe Valley,0,False
2498000_L,2498000,L,CESAR CHAVEZ ST,4221,4299,94131,Noe Valley,0,False
2498000_R,2498000,R,CESAR CHAVEZ ST,4220,4298,94131,Noe Valley,0,False
2499000_L,2499000,L,CESAR CHAVEZ ST,4301,4399,94131,Noe Valley,0,False
2499000_R,2499000,R,CESAR CHAVEZ ST,4300,4398,94131,Noe Valley,0,False
2500000_L,2500000,L,CESAR CHAVEZ ON RAMP,1,99,94110,Inner Mission,0,False
2500000_R,2500000,R,CESAR CHAVEZ ON RAMP,2,98,94110,Inner Mission,0,False
2501000_L,2501000,L,CESAR CHAVEZ ON RAMP,101,199,94110,Inner Mission,0,False
2501000_R,2501000,R,CESAR CHAVEZ ON RAMP,100,198,94110,Inner Mission,0,False
2502000_L,2502000,L,ARNOLD AVE,1,99,94110,Bernal Heights South,0,False
2502000_R,2502000,R,ARNOLD AVE,2,98,94110,Bernal Heights South,0,False
2433000_L,2433000,L,ARGUELLO BLVD,1250,1266,94122,Inner Sunset,0,False
2433000_R,2433000,R,ARGUELLO BLVD,1243,1269,94122,Inner Sunset,0,False
2434000_L,2434000,L,ARGUELLO BLVD,1268,1298,94122,Inner Sunset,6,False
2434000_R,2434000,R,ARGUELLO BLVD,1271,1299,94122,Inner Sunset,6,False
2435000_L,2435000,L,ARKANSAS ST,1,99,94107,Potrero Hill,0,False
2435000_R,2435000,R,ARKANSAS ST,2,98,94107,Potrero Hill,0,False
2436000_L,2436000,L,ARKANSAS ST,101,199,94107,Potrero Hill,0,False
2436000_R,2436000,R,ARKANSAS ST,100,198,94107,Potrero Hill,0,False
2437000_L,2437000,L,ARKANSAS ST,201,299,94107,Potrero Hill,0,False
2437000_R,2437000,R,ARKANSAS ST,200,298,94107,Potrero Hill,0,False
2438000_L,2438000,L,ARKANSAS ST,301,399,94107,Potrero Hill,0,False
2438000_R,2438000,R,ARKANSAS ST,300,398,94107,Potrero Hill,0,False
2439000_L,2439000,L,ARKANSAS ST,401,499,94107,Potrero Hill,0,False
2439000_R,2439000,R,ARKANSAS ST,400,498,94107,Potrero Hill,0,False
2440000_L,2440000,L,ARKANSAS ST,501,699,94107,Potrero Hill,0,False
2440000_R,2440000,R,ARKANSAS ST,500,698,94107,Potrero Hill,0,False
2441000_L,2441000,L,ARKANSAS ST,701,799,94107,Potrero Hill,0,False
2441000_R,2441000,R,ARKANSAS ST,700,812,94107,Potrero Hill,0,False
2442000_L,2442000,L,ARKANSAS ST,801,899,94107,Potrero Hill,0,False
2442000_R,2442000,R,ARKANSAS ST,814,898,94107,Potrero Hill,0,False
